T6SS_gene,COG_ID,Gene_Tag,Organism,TaxID,Assembly_ID,Protein_Accession,Protein_Length,Footprint,Footprint_Length,Profile_Length,Bitscore,Evalue,Membership_Class,Membership_Description,Taxonomic_Category
tssG,COG3520,TOLA_RS01070,Tolumonas_auensis_DSM_9187,595494,GCF_000023065.1,WP_012728427.1,339,1-339,339,335.0,235.0,3.79e-75,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssG,COG3520,TOL_RS01835,Thalassolituus_oleivorans_MIL-1,1298593,GCF_000355675.1,WP_015485561.1,379,1-379,379,335.0,216.0,2e-67,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssG,COG3520,TSUB_RS09365,Thaumasiovibrio_subtropicus_C4V358,1891207,GCF_019703835.1,WP_087024150.1,328,1-328,328,335.0,85.6,1.12e-18,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssG,COG3520,TSUB_RS22350,Thaumasiovibrio_subtropicus_C4V358,1891207,GCF_019703835.1,WP_087020939.1,319,1-319,319,335.0,144.0,2.96e-40,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssG,COG3520,UC8_RS12905,Roseimaritima_ulvae_UC8,980254,GCF_008065135.1,WP_068130769.1,406,1-406,406,335.0,182.0,7.04e-54,0,footprint covers most of the protein and most of the COG profile,PLANCTOMYCETOTA
tssG,COG3520,UWK_RS13385,Desulfocapsa_sulfexigens_DSM_10523,1167006,GCF_000341395.1,WP_015404922.1,342,1-342,342,335.0,222.0,2.9e-70,0,footprint covers most of the protein and most of the COG profile,THERMODESULFOBACTERIOTA
tssG,COG3520,UZ73_RS12270,Alcaligenes_faecalis_ZD02,511,GCF_000967305.2,WP_052695525.1,347,1-347,347,335.0,195.0,1.34e-59,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssG,COG3520,VAPA_RS01145,Variovorax_paradoxus_B4,1246301,GCF_000463015.1,WP_230558942.1,381,1-381,381,335.0,278.0,1.67e-91,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssG,COG3520,VAPA_RS03010,Variovorax_paradoxus_B4,1246301,GCF_000463015.1,WP_021005296.1,382,1-382,382,335.0,253.0,9.52e-82,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssG,COG3520,VC_RS13900,Vibrio_cholerae_O1_biovar_El_Tor_N16961,243277,GCF_000006745.1,WP_000510181.1,338,1-338,338,335.0,342.0,3.98e-117,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssG,COG3520,VF_RS05220,Aliivibrio_fischeri_ES114,312309,GCF_000011805.1,WP_011261633.1,346,1-346,346,335.0,232.0,7.56e-74,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssG,COG3520,VP_RS06830,Vibrio_parahaemolyticus_RIMD_2210633_RIMD_2210633_sub_RIMD_2210633,223926,GCF_000196095.1,WP_005480692.1,332,1-332,332,335.0,238.0,2.11e-76,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssG,COG3520,VP_RS20110,Vibrio_parahaemolyticus_RIMD_2210633_RIMD_2210633_sub_RIMD_2210633,223926,GCF_000196095.1,WP_005480294.1,321,1-321,321,335.0,161.0,9.18e-47,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssG,COG3520,W5S_RS04740,Pectobacterium_parmentieri_SCC3193,1905730,GCF_000260925.1,WP_012822786.1,332,1-332,332,335.0,300.0,8.14e-101,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssG,COG3520,W5S_RS11760,Pectobacterium_parmentieri_SCC3193,1905730,GCF_000260925.1,WP_014700085.1,349,1-349,349,335.0,261.0,2.71e-85,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssG,COG3520,XNC2_RS10610,Xenorhabdus_nematophila_AN61,1437823,GCF_000953355.1,WP_010846072.1,344,1-344,344,335.0,262.0,1.37e-85,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssG,COG3520,XNC2_RS19205,Xenorhabdus_nematophila_AN61,1437823,GCF_000953355.1,WP_010848899.1,350,1-350,350,335.0,314.0,5.99e-106,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssG,COG3520,Y958_RS29760,Nitrospirillum_amazonense_CBAmc,1441467,GCF_000730165.1,WP_088875533.1,361,1-361,361,335.0,220.0,3.01e-69,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssG,COG3520,YC6258_RS24705,Gynuella_sunshinyii_YC6258,1445510,GCF_000940805.1,WP_044619244.1,337,1-337,337,335.0,102.0,2.07e-24,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssG,COG3520,YC6258_RS27170,Gynuella_sunshinyii_YC6258,1445510,GCF_000940805.1,WP_052830148.1,329,1-329,329,335.0,121.0,1.18e-31,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssG,COG3520,YE_RS13480,Yersinia_enterocolitica_sub_enterocolitica_8081,393305,GCF_000009345.1,WP_005168521.1,341,1-341,341,335.0,304.0,4.65e-102,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssG,COG3520,YPO_RS02970,Yersinia_pestis_CO92,214092,GCF_000009065.1,WP_002215301.1,95,1-95,95,335.0,68.3,2.88e-14,2,footprint covers most of the protein and part of the COG profile,GAMMAPROTEOBACTERIA
tssG,COG3520,YPO_RS03530,Yersinia_pestis_CO92,214092,GCF_000009065.1,WP_002210476.1,327,1-327,327,335.0,280.0,4.53e-93,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssG,COG3520,YPO_RS08410,Yersinia_pestis_CO92,214092,GCF_000009065.1,WP_002211941.1,361,1-361,361,335.0,289.0,4.11e-96,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssG,COG3520,YPO_RS15700,Yersinia_pestis_CO92,214092,GCF_000009065.1,WP_002211583.1,341,1-341,341,335.0,329.0,7.65e-112,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssG,COG3520,YPO_RS18940,Yersinia_pestis_CO92,214092,GCF_000009065.1,WP_002213885.1,362,1-362,362,335.0,359.0,1.95e-123,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssG,COG3520,Z042_RS00120,Chania_multitudinisentens_RB-25,1441930,GCF_000520015.2,WP_024913694.1,349,1-349,349,335.0,257.0,9.68e-84,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssG,COG3520,Z042_RS00730,Chania_multitudinisentens_RB-25,1441930,GCF_000520015.2,WP_024912490.1,360,1-360,360,335.0,250.0,7.65e-81,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssG,COG3520,Z042_RS07955,Chania_multitudinisentens_RB-25,1441930,GCF_000520015.2,WP_024911317.1,350,1-350,350,335.0,344.0,5.96e-118,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssG,COG3520,ZBT109_RS10800,Zymobacter_palmae_IAM14233,33074,GCF_003610015.1,WP_027705844.1,357,1-357,357,335.0,239.0,1.99e-76,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssG,COG3520,methR_P3565,Methyloprofundus_sp.,2020875,GCA_016592635.1,BCG65713.1,341,1-341,341,335.0,293.0,5.19e-98,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssG,COG3520,sS8_RS05670,Methylocaldum_marinum_S8,1432792,GCF_003584645.1,WP_119628796.1,343,1-343,343,335.0,287.0,2.35e-95,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssG,COG3520,soil367_RS01505,Hydrocarboniclastica_marina_soil36-7,2259620,GCF_004851605.1,WP_136546239.1,331,1-331,331,335.0,156.0,6.03e-45,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,A0U89_RS02460,Kozakia_baliensis_DSM_14400,153496,GCF_001787335.1,WP_070401989.1,422,85-422,338,786.0,198.0,8.05e-56,3,partial match on both protein and COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,A0U89_RS02640,Kozakia_baliensis_DSM_14400,153496,GCF_001787335.1,WP_070402011.1,779,1-779,779,786.0,841.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,A0U89_RS06520,Kozakia_baliensis_DSM_14400,153496,GCF_001787335.1,WP_070402561.1,867,1-867,867,786.0,938.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,A0U93_RS00855,Neoasaia_chiangmaiensis_NBRC_101099,320497,GCF_002005465.1,WP_077805695.1,884,1-884,884,786.0,673.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,A0U93_RS13330,Neoasaia_chiangmaiensis_NBRC_101099,320497,GCF_002005465.1,WP_077807758.1,865,1-865,865,786.0,899.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,A0U93_RS14920,Neoasaia_chiangmaiensis_NBRC_101099,320497,GCF_002005465.1,WP_077808024.1,422,87-422,336,786.0,186.0,1.48e-51,3,partial match on both protein and COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,A0U93_RS15125,Neoasaia_chiangmaiensis_NBRC_101099,320497,GCF_002005465.1,WP_077808059.1,777,1-777,777,786.0,831.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,A11Q_RS08230,Pseudobdellovibrio_exovorus_JSS,1184267,GCF_000348725.1,WP_015470346.1,759,1-759,759,786.0,791.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BDELLOVIBRIONOTA
tssH,COG0542,A11Q_RS09750,Pseudobdellovibrio_exovorus_JSS,1184267,GCF_000348725.1,WP_015470640.1,848,1-848,848,786.0,840.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BDELLOVIBRIONOTA
tssH,COG0542,A1OE_RS01970,Candidatus_Endolissoclinum_faulkneri_L2,1193729,GCF_000319385.1,WP_015088385.1,856,1-856,856,786.0,928.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,A1s21148_RS06580,Candidatus_Planktophila_lacus,1884913,GCF_002287925.1,WP_095671619.1,832,1-832,832,786.0,922.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ACTINOMYCETOTA
tssH,COG0542,A2CP1_RS02050,Anaeromyxobacter_dehalogenans_2CP-1,455488,GCF_000022145.1,WP_012631824.1,870,1-870,870,786.0,887.0,1e-200,0,footprint covers most of the protein and most of the COG profile,MYXOCOCCOTA
tssH,COG0542,A2CP1_RS04175,Anaeromyxobacter_dehalogenans_2CP-1,455488,GCF_000022145.1,WP_012632209.1,760,1-760,760,786.0,789.0,1e-200,0,footprint covers most of the protein and most of the COG profile,MYXOCOCCOTA
tssH,COG0542,A2CP1_RS07790,Anaeromyxobacter_dehalogenans_2CP-1,455488,GCF_000022145.1,WP_012632831.1,813,68-813,746,786.0,584.0,1e-200,1,footprint covers most of the COG profile and most part of the protein,MYXOCOCCOTA
tssH,COG0542,A359_RS00315,secondary_endosymbiont_of_Ctenarytaina_eucalypti,1199245,GCF_000287335.1,WP_014887779.1,857,1-857,857,786.0,928.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,A4A67_RS00855,Candidatus_Mikella_endobia,1778264,GCF_900048045.1,WP_067569321.1,859,1-859,859,786.0,878.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,A4A70_RS00840,Candidatus_Hoaglandella_endobia,1778263,GCF_900044015.1,WP_067567619.1,857,1-857,857,786.0,898.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,A4G13_RS06260,Basfia_succiniciproducens_JF4016,653940,GCF_011455875.1,WP_090656722.1,856,1-856,856,786.0,972.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,A4G17_RS06370,Frederiksenia_canicola_HPA_21,123824,GCF_011455495.1,WP_123956404.1,857,1-857,857,786.0,962.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,A4U99_RS07730,Flavonifractor_plautii_YL31,292800,GCF_001688625.2,WP_007490362.1,830,1-830,830,786.0,850.0,1e-200,0,footprint covers most of the protein and most of the COG profile,CLOSTRIDIA
tssH,COG0542,A4U99_RS08455,Flavonifractor_plautii_YL31,292800,GCF_001688625.2,WP_065534612.1,847,140-847,708,786.0,602.0,1e-200,3,partial match on both protein and COG profile,CLOSTRIDIA
tssH,COG0542,A4U99_RS13510,Flavonifractor_plautii_YL31,292800,GCF_001688625.2,WP_065535138.1,876,1-876,876,786.0,908.0,1e-200,0,footprint covers most of the protein and most of the COG profile,CLOSTRIDIA
tssH,COG0542,A4V02_RS07170,Muribaculum_intestinale_YL27,1796646,GCF_001688845.2,WP_068960821.1,867,1-867,867,786.0,844.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACTEROIDOTA
tssH,COG0542,A4V02_RS08270,Muribaculum_intestinale_YL27,1796646,GCF_001688845.2,WP_068961008.1,862,1-862,862,786.0,845.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACTEROIDOTA
tssH,COG0542,A4W93_RS12700,Rhizobacter_gummiphilus_NS21,946333,GCF_002116905.1,WP_085750952.1,905,1-905,905,786.0,722.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssH,COG0542,A4W93_RS14310,Rhizobacter_gummiphilus_NS21,946333,GCF_002116905.1,WP_085751239.1,766,1-766,766,786.0,838.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssH,COG0542,A4W93_RS15740,Rhizobacter_gummiphilus_NS21,946333,GCF_002116905.1,WP_085751505.1,864,1-864,864,786.0,881.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BETAPROTEOBACTERIA
tssH,COG0542,A4Z71_RS00180,Candidatus_Rhodoluna_planktonica_MWH-Dar1,535712,GCF_001854225.1,WP_084028347.1,718,1-718,718,786.0,769.0,1e-200,2,footprint covers most of the protein and part of the COG profile,ACTINOMYCETOTA
tssH,COG0542,A4Z71_RS00695,Candidatus_Rhodoluna_planktonica_MWH-Dar1,535712,GCF_001854225.1,WP_070954087.1,817,1-817,817,786.0,921.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ACTINOMYCETOTA
tssH,COG0542,A5892_RS15420,Halotalea_alkalilenta_IHB_B_13600,376489,GCF_001648175.1,WP_064123533.1,755,1-755,755,786.0,846.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,A5892_RS19110,Halotalea_alkalilenta_IHB_B_13600,376489,GCF_001648175.1,WP_064124132.1,858,1-858,858,786.0,921.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,A6A10_RS03830,Otariodibacter_oris_Baika1,1032623,GCF_009684715.1,WP_121121812.1,858,1-858,858,786.0,917.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,A6A11_RS01835,Bisgaardia_hudsonensis_M327992,109472,GCF_013377195.1,WP_132021412.1,856,1-856,856,786.0,978.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,A6C57_RS15770,Fibrella_ES10-3-2-2,1834519,GCF_002108455.1,WP_085413027.1,844,1-844,844,786.0,873.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACTEROIDOTA
tssH,COG0542,A6C57_RS19680,Fibrella_ES10-3-2-2,1834519,GCF_002108455.1,WP_085413822.1,855,1-855,855,786.0,677.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACTEROIDOTA
tssH,COG0542,A6C57_RS24255,Fibrella_ES10-3-2-2,1834519,GCF_002108455.1,WP_085414645.1,883,1-883,883,786.0,859.0,1e-200,0,footprint covers most of the protein and most of the COG profile,BACTEROIDOTA
tssH,COG0542,A6F65_RS01935,Paraurantiacibacter_namhicola_JCM_16345,645517,GCF_001687545.1,WP_067785327.1,799,1-799,799,786.0,846.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,A6F65_RS11430,Paraurantiacibacter_namhicola_JCM_16345,645517,GCF_001687545.1,WP_067788911.1,859,1-859,859,786.0,941.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,A6W98_RS04725,Rhodovulum_sulfidophilum_DSM_1374,1188256,GCF_001633165.1,WP_042458531.1,871,1-871,871,786.0,916.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,A6W98_RS08040,Rhodovulum_sulfidophilum_DSM_1374,1188256,GCF_001633165.1,WP_042460054.1,778,1-778,778,786.0,808.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,A6W98_RS19930,Rhodovulum_sulfidophilum_DSM_1374,1188256,GCF_001633165.1,WP_042465894.1,912,1-912,912,786.0,696.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,A7K98_RS06780,Tatumella_citrea_DSM_13699,53336,GCF_002163585.1,WP_087487865.1,760,1-760,760,786.0,841.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,A7K98_RS15530,Tatumella_citrea_DSM_13699,53336,GCF_002163585.1,WP_087489375.1,857,1-857,857,786.0,957.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,A8C75_RS01110,Marinobacterium_aestuarii_ST58-10,1821621,GCF_001651805.1,WP_067376891.1,856,1-856,856,786.0,900.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,A8C75_RS12165,Marinobacterium_aestuarii_ST58-10,1821621,GCF_001651805.1,WP_067382596.1,756,1-756,756,786.0,828.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,A8O29_RS00325,Scandinavium_goeteborgense_CCUG_66741,1851514,GCF_003935895.2,WP_125353753.1,881,1-881,881,786.0,769.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,A8O29_RS05885,Scandinavium_goeteborgense_CCUG_66741,1851514,GCF_003935895.2,WP_125352726.1,857,1-857,857,786.0,930.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,A8O29_RS15135,Scandinavium_goeteborgense_CCUG_66741,1851514,GCF_003935895.2,WP_110509925.1,758,1-758,758,786.0,841.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,A8O29_RS17420,Scandinavium_goeteborgense_CCUG_66741,1851514,GCF_003935895.2,WP_125353480.1,876,1-876,876,786.0,761.0,1e-200,0,footprint covers most of the protein and most of the COG profile,GAMMAPROTEOBACTERIA
tssH,COG0542,A9CBEGH2_RS01210,Amedibacterium_intestinale_9CBEGH2,2583452,GCF_010537335.1,WP_163104149.1,853,1-853,853,786.0,856.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ERYSIPELOTRICHIA
tssH,COG0542,A9CBEGH2_RS08580,Amedibacterium_intestinale_9CBEGH2,2583452,GCF_010537335.1,WP_118277995.1,634,1-634,634,786.0,337.0,2.28e-105,2,footprint covers most of the protein and part of the COG profile,ERYSIPELOTRICHIA
tssH,COG0542,A9D14_RS02570,Croceicoccus_marinus_E4A9,450378,GCF_001661675.2,WP_066842703.1,859,1-859,859,786.0,936.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,A9D14_RS13605,Croceicoccus_marinus_E4A9,450378,GCF_001661675.2,WP_066847458.1,798,1-798,798,786.0,828.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,AA2016_RS02650,Aminobacter_aminovorans_KCTC_2477,83263,GCF_001605015.1,WP_067955375.1,170,1-170,170,836.0,51.5,3.64e-07,2,footprint covers most of the protein and part of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,AA2016_RS09005,Aminobacter_aminovorans_KCTC_2477,83263,GCF_001605015.1,WP_067957806.1,868,1-868,868,786.0,969.0,1e-200,0,footprint covers most of the protein and most of the COG profile,ALPHAPROTEOBACTERIA
tssH,COG0542,AA2016_RS17915,Aminobacter_aminovorans_KCTC_2477,83263,GCF_001605015.1,WP_067966555.1,931,1-492=620-931,804,786.0,612.1,4.71e-117,1,footprint covers most of the COG profile and most part of the protein,ALPHAPROTEOBACTERIA
tssH,COG0542,AA2016_RS19105,Aminobacter_aminovorans_KCTC_2477,83263,GCF_001605015.1,WP_067962443.1,823,1-761,761,786.0,844.0,1e-200,1,footprint covers most of the COG profile and most part of the protein,ALPHAPROTEOBACTERIA
tssH,COG0542,AA314_RS14490,Archangium_gephyra_DSM_2261,48,GCF_001027285.1,WP_047855955.1,942,1-570,570,786.0,319.0,6.69e-96,3,partial match on both protein and COG profile,MYXOCOCCOTA
tssH,COG0542,AA314_RS18420,Archangium_gephyra_DSM_2261,48,GCF_001027285.1,WP_047856532.1,867,1-867,867,786.0,944.0,1e-200,0,footprint covers most of the protein and most of the COG profile,MYXOCOCCOTA
tssH,COG0542,AA314_RS27545,Archangium_gephyra_DSM_2261,48,GCF_001027285.1,WP_047857915.1,766,176-766,591,786.0,326.0,7.06e-100,3,partial match on both protein and COG profile,MYXOCOCCOTA
tssH,COG0542,AA314_RS27550,Archangium_gephyra_DSM_2261,48,GCF_001027285.1,WP_047857916.1,1155,124-787,664,786.0,345.0,1.15e-103,3,partial match on both protein and COG profile,MYXOCOCCOTA
